ko03015	mRNA surveillance pathway	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03016	Transfer RNA biogenesis	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03018	RNA degradation	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03019	Messenger RNA biogenesis	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03020	RNA polymerase	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03021	Transcription machinery	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03022	Basal transcription factors	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03029	Mitochondrial biogenesis	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03030	DNA replication	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03032	DNA replication proteins	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03036	Chromosome and associated proteins	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03037	Cilium and associated proteins	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03040	Spliceosome	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03041	Spliceosome	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03050	Proteasome	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03051	Proteasome	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03060	Protein export	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03070	Bacterial secretion system	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03082	ATP-dependent chromatin remodeling	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03083	Polycomb repressive complex	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03100	Non-coding RNAs	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03110	Chaperones and folding catalysts	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03200	Viral proteins	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03210	Viral fusion proteins	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03230	Viral genome structure	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03240	Viral replication	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03250	Viral life cycle - HIV-1	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03258	Virion - Bacteriophage lambda	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03259	Virion - Bacteriophages T4 and T7	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03260	Virion - Human immunodeficiency virus	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03261	Virion - Influenza virus	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03262	Virion - Coronavirus	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
